filename,ground_truth,prediction,confidence,correct
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image38,doNotEnter,speedLimit45,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image39,doNotEnter,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image4,noLeftOrUTurn,speedLimit50,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image40,doNotEnter,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image41,doNotEnter,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image42,doNotEnter,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image43,doNotEnter,speedLimit35,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image44,doNotEnter,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image45,doNotEnter,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image46,doNotEnter,noTurnOnRed,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image47,oneWay,speedLimit60,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image48,oneWay,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image49,oneWay,oneWay,0.9,True
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image5,noLeftOrUTurn,speedLimit35,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image50,oneWay,speedLimit50,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image51,oneWay,speedLimit35,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image52,oneWay,county,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image53,oneWay,speedLimit35,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image54,oneWay,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image55,oneWay,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image6,noLeftOrUTurn,speedLimit45,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image7,noLeftOrUTurn,speedLimit65,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image8,noLeftOrUTurn,speedLimit95,0.9,False
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image9,noLeftOrUTurn,speedLimit95,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image0,curveRightOnly,speedLimit45,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image1,curveRightOnly,none,0.0,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image10,curveRightOnly,doNotEnter,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image11,curveRightOnly,none,0.0,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image12,curveRightOnly,speedLimit45,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image13,curveRightOnly,none,0.0,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image14,curveRightOnly,speedLimit45,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image15,curveRightOnly,none,0.0,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image2,curveRightOnly,speedLimit70,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image3,curveRightOnly,speedLimit40,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image4,curveRightOnly,laneMerge,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image5,curveRightOnly,speedLimit45,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image6,curveRightOnly,speedLimit70,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image7,curveRightOnly,doNotEnter,0.9,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image8,curveRightOnly,none,0.0,False
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image9,curveRightOnly,none,0.0,False
2021_0819_170825_087A-speedLimit35-start4225.MOV_image0,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start4225.MOV_image1,speedLimit35,speedLimit45,0.9,False
2021_0819_170825_087A-speedLimit35-start4225.MOV_image2,speedLimit35,stop,0.9,False
2021_0819_170825_087A-speedLimit35-start4225.MOV_image3,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start4225.MOV_image4,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start4225.MOV_image5,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start4225.MOV_image6,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start4225.MOV_image7,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start4225.MOV_image8,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start4225.MOV_image9,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start4970.MOV_image0,speedLimit35,speedLimit60,0.9,False
2021_0819_170825_087A-speedLimit35-start4970.MOV_image1,speedLimit35,speedLimit45,0.9,False
2021_0819_170825_087A-speedLimit35-start4970.MOV_image2,speedLimit35,speedLimit40,0.9,False
2021_0819_170825_087A-speedLimit35-start4970.MOV_image3,speedLimit35,speedLimit60,0.9,False
2021_0819_170825_087A-speedLimit35-start5430.MOV_image0,speedLimit35,none,0.0,False
2021_0819_170825_087A-speedLimit35-start5430.MOV_image1,speedLimit35,none,1.0,False
2021_0819_170825_087A-speedLimit35-start5430.MOV_image2,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start5430.MOV_image3,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start5430.MOV_image4,speedLimit35,yield,0.9,False
2021_0819_170825_087A-speedLimit35-start5430.MOV_image5,speedLimit35,speedLimit35,0.9,True
2021_0819_170825_087A-speedLimit35-start5430.MOV_image6,speedLimit35,speedLimit35,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image0,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image1,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image10,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image11,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image12,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image13,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image14,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image15,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image16,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image17,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image18,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image19,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image2,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image20,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image21,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image22,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image23,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image24,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image25,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image26,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image27,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image28,stop,stop,0.99,True
2021_0820_171756_025A-stop-start1070.MOV_image3,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image4,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image5,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image6,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image7,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image8,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1070.MOV_image9,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image0,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image1,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image10,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image11,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image12,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image13,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image14,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image15,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image16,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image2,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image3,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image4,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image5,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image6,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image7,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image8,stop,stop,0.9,True
2021_0820_171756_025A-stop-start1860.MOV_image9,stop,stop,0.9,True
2021_0820_172422_029B-stop-start1205.MOV_image0,stop,stop,0.9,True
2021_0820_172422_029B-stop-start1205.MOV_image1,stop,stop,0.9,True
2021_0820_172422_029B-stop-start1205.MOV_image2,stop,stop,0.9,True
2021_0820_172422_029B-stop-start1205.MOV_image3,stop,stop,0.9,True
2021_0820_172422_029B-stop-start1205.MOV_image4,stop,stop,0.9,True
2021_0820_172422_029B-stop-start1205.MOV_image5,stop,stop,0.9,True
2021_0820_172422_029B-stop-start1205.MOV_image6,stop,stop,0.9,True
2021_0820_175801_033B-stop-start1865.MOV_image0,stop,stop,0.9,True
2021_0820_175801_033B-stop-start1865.MOV_image1,stop,stop,0.9,True
2021_0820_175801_033B-stop-start1865.MOV_image2,stop,stop,0.9,True
2021_0821_074733_056A-curveLeft-start11005.MOV_image0,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image1,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image10,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image2,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image3,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image4,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image5,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image6,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image7,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image8,curveLeft,yield,0.9,False
2021_0821_074733_056A-curveLeft-start11005.MOV_image9,curveLeft,curveAhead,0.9,False
2021_0821_074733_056A-keepRight-start1115.MOV_image0,keepRight,speedLimit35,0.9,False
2021_0821_074733_056A-keepRight-start1115.MOV_image1,keepRight,turnAhead,0.9,False
2021_0821_074733_056A-keepRight-start1115.MOV_image2,keepRight,turnAhead,0.9,False
2021_0821_074733_056A-keepRight-start1115.MOV_image3,keepRight,speedLimit35,0.9,False
2021_0821_074733_056A-keepRight-start1115.MOV_image4,keepRight,speedLimit35,0.9,False
2021_0821_074733_056A-keepRight-start1115.MOV_image5,keepRight,turnAhead,0.9,False
2021_0821_074733_056A-keepRight-start1115.MOV_image6,keepRight,speedLimit45,0.9,False
2021_0821_074733_056A-keepRight-start1115.MOV_image7,keepRight,turnAhead,0.9,False
2021_0821_074733_056A-keepRight-start1115.MOV_image8,keepRight,merge,0.9,False
2021_0821_074733_056A-keepRight-start1785.MOV_image0,keepRight,oneWay,0.9,False
2021_0821_074733_056A-keepRight-start1785.MOV_image1,keepRight,speedLimit35,0.9,False
2021_0821_074733_056A-keepRight-start1785.MOV_image2,keepRight,speedLimit45,0.9,False
2021_0821_074733_056A-keepRight-start1785.MOV_image3,keepRight,yield,0.9,False
2021_0821_074733_056A-keepRight-start1785.MOV_image4,keepRight,yield,0.9,False
2021_0821_074733_056A-keepRight-start1785.MOV_image5,keepRight,curveAhead,0.9,False
2021_0821_074733_056A-keepRight-start1785.MOV_image6,keepRight,yield,0.9,False
2021_0821_074733_056A-keepRight-start1785.MOV_image7,oneWay,speedLimit35,0.9,False
2021_0821_074733_056A-keepRight-start1785.MOV_image8,oneWay,speedLimit35,0.9,False
2021_0821_074733_056A-noUTurn-start3385.MOV_image0,noUTurn,none,1.0,False
2021_0821_074733_056A-noUTurn-start3385.MOV_image1,noUTurn,speedLimit60,0.9,False
2021_0821_074733_056A-noUTurn-start3385.MOV_image2,noUTurn,speedLimit60,0.9,False
2021_0821_074733_056A-noUTurn-start3385.MOV_image3,noUTurn,speedLimit60,0.9,False
2021_0821_074733_056A-noUTurn-start3385.MOV_image4,noUTurn,speedLimit60,0.9,False
2021_0821_074733_056A-noUTurn-start3385.MOV_image5,noUTurn,speedLimit35,0.9,False
2021_0821_074733_056A-noUTurn-start3385.MOV_image6,noUTurn,speedLimit60,0.9,False
2021_0821_074733_056A-oneWay-start1015.MOV_image0,oneWay,speedLimit45,0.9,False
2021_0821_074733_056A-oneWay-start1015.MOV_image1,oneWay,speedLimit45,0.9,False
2021_0821_074733_056A-oneWay-start1230.MOV_image0,oneWay,speedLimit35,0.9,False
2021_0821_074733_056A-oneWay-start1230.MOV_image1,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start1570.MOV_image0,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start1570.MOV_image1,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start1570.MOV_image2,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start2115.MOV_image0,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start2115.MOV_image1,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start2245.MOV_image0,oneWay,stop,0.9,False
2021_0821_074733_056A-oneWay-start2245.MOV_image1,oneWay,stop,0.9,False
2021_0821_074733_056A-oneWay-start2245.MOV_image2,oneWay,stop,0.9,False
2021_0821_074733_056A-oneWay-start2370.MOV_image0,oneWay,speedLimit45,0.9,False
2021_0821_074733_056A-oneWay-start2370.MOV_image1,oneWay,speedLimit45,0.9,False
2021_0821_074733_056A-oneWay-start2370.MOV_image2,oneWay,speedLimit45,0.9,False
2021_0821_074733_056A-oneWay-start2370.MOV_image3,oneWay,speedLimit45,0.9,False
2021_0821_074733_056A-oneWay-start2480.MOV_image0,oneWay,yield,0.9,False
2021_0821_074733_056A-oneWay-start2480.MOV_image1,oneWay,speedLimit45,0.9,False
2021_0821_074733_056A-oneWay-start3300.MOV_image0,oneWay,yield,0.9,False
2021_0821_074733_056A-oneWay-start3675.MOV_image0,oneWay,speedLimit45,0.9,False
2021_0821_074733_056A-oneWay-start3675.MOV_image1,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start535.MOV_image0,oneWay,speedLimit35,0.9,False
2021_0821_074733_056A-oneWay-start535.MOV_image1,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start535.MOV_image2,oneWay,stop,0.9,False
2021_0821_074733_056A-oneWay-start535.MOV_image3,oneWay,speedLimit35,0.9,False
2021_0821_074733_056A-oneWay-start535.MOV_image4,oneWay,stop,0.9,False
2021_0821_074733_056A-oneWay-start535.MOV_image5,oneWay,speedLimit35,0.9,False
2021_0821_074733_056A-oneWay-start665.MOV_image0,oneWay,speedLimit45,0.9,False
2021_0821_074733_056A-oneWay-start665.MOV_image1,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start665.MOV_image2,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start665.MOV_image3,oneWay,oneWay,0.9,True
2021_0821_074733_056A-oneWay-start780.MOV_image0,oneWay,speedLimit30,0.9,False
2021_0821_074733_056A-oneWay-start780.MOV_image1,oneWay,oneWay,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image0,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image1,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image10,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image11,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image12,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image13,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image14,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image15,speedLimit30,speedLimit35,0.9,False
2021_0821_074733_056A-speedLimit30-start12510.MOV_image16,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image17,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image18,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image19,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image2,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image20,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image21,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image22,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image23,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image24,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image25,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image26,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image27,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image28,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image29,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image3,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image30,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image31,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image32,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image33,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image34,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image35,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image37,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image38,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image39,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image4,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image40,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image41,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image42,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image43,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image44,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image45,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image46,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image47,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image48,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image49,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image5,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image6,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image7,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image8,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit30-start12510.MOV_image9,speedLimit30,speedLimit30,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image0,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image1,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image2,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image3,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image4,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image5,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image6,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image7,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image8,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start10870.MOV_image9,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start11425.MOV_image0,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start11425.MOV_image1,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start11425.MOV_image2,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start11425.MOV_image3,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start11425.MOV_image4,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start11425.MOV_image5,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit35-start11425.MOV_image6,speedLimit35,speedLimit35,0.9,True
2021_0821_074733_056A-speedLimit40-start1445.MOV_image0,speedLimit40,speedLimit45,0.9,False
2021_0821_074733_056A-speedLimit40-start1445.MOV_image1,speedLimit40,speedLimit40,0.9,True
2021_0821_074733_056A-speedLimit40-start1445.MOV_image2,speedLimit40,speedLimit40,0.9,True
2021_0821_074733_056A-speedLimit40-start1445.MOV_image3,speedLimit40,speedLimit40,0.9,True
2021_0821_074733_056A-speedLimit40-start1445.MOV_image4,speedLimit40,speedLimit40,0.9,True
2021_0821_074733_056A-speedLimit40-start1445.MOV_image5,speedLimit40,speedLimit40,0.9,True
2021_0821_074733_056A-speedLimit40-start3105.MOV_image0,speedLimit40,speedLimit45,0.9,False
2021_0821_074733_056A-speedLimit40-start3105.MOV_image1,speedLimit40,none,1.0,False
2021_0821_074733_056A-speedLimit40-start3105.MOV_image2,speedLimit40,speedLimit40,0.9,True
2021_0821_074733_056A-speedLimit40-start3105.MOV_image3,speedLimit40,none,1.0,False
2021_0821_074733_056A-speedLimit40-start835.MOV_image1,speedLimit40,speedLimit40,0.9,True
2021_0821_074733_056A-speedLimit40-start835.MOV_image2,speedLimit40,speedLimit40,0.9,True
2021_0821_074733_056A-speedLimit40-start835.MOV_image3,speedLimit40,speedLimit60,0.9,False
2021_0821_074733_056A-speedLimit40-start835.MOV_image4,speedLimit40,speedLimit40,0.9,True
2021_0821_083733_067B-noUTurn-start14850.MOV_image0,noUTurn,speedLimit70,0.9,False
2021_0821_083733_067B-noUTurn-start14850.MOV_image1,noUTurn,speedLimit65,0.9,False
2021_0821_083733_067B-noUTurn-start14850.MOV_image2,noUTurn,speedLimit65,0.9,False
2021_0823_113035_017B-keepLeft-start9250.MOV_image0,keepLeft,none,1.0,False
2021_0823_113035_017B-keepLeft-start9250.MOV_image1,keepLeft,yield,0.9,False
2021_0823_113035_017B-keepLeft-start9250.MOV_image2,keepLeft,yield,0.9,False
2021_0823_113035_017B-keepLeft-start9250.MOV_image3,keepLeft,none,0.0,False
2021_0823_113035_017B-keepLeft-start9250.MOV_image4,keepLeft,yield,0.9,False
2021_0823_113035_017B-keepLeft-start9250.MOV_image5,keepLeft,speedLimit40,0.9,False
2021_0823_113035_017B-keepLeft-start9250.MOV_image6,keepLeft,none,1.0,False
2021_0823_113035_017B-speedLimit30-start10335.MOV_image0,speedLimit30,speedLimit22,0.9,False
2021_0823_113035_017B-speedLimit30-start10335.MOV_image2,speedLimit30,speedLimit22,0.9,False
2021_0823_113035_017B-speedLimit30-start10335.MOV_image3,speedLimit30,crosswalk,0.9,False
2021_0823_113035_017B-speedLimit30-start10335.MOV_image4,speedLimit30,crosswalk,0.9,False
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image0,school,schoolZone,0.9,False
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image1,school,schoolZone,0.9,False
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image2,school,pedestrianCrossing,0.9,False
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image3,school,schoolZone,0.8,False
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image4,school,schoolZone,0.8,False
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image5,school,pedestrianCrossing,0.8,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image0,curveRightOnly,laneMerge,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image1,curveRightOnly,laneMerge,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image10,curveRightOnly,noTurnOnRed,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image11,curveRightOnly,oneWay,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image12,curveRightOnly,yield,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image13,curveRightOnly,oneWay,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image14,curveRightOnly,oneWay,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image15,curveRightOnly,oneWay,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image16,curveRightOnly,oneWay,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image17,curveRightOnly,oneWay,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image19,curveLeftOnly,oneWay,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image2,curveRightOnly,oneWay,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image20,curveLeftOnly,oneWay,0.9,False
2021_0823_165831_035B-schoolAhead-start12260.MOV_image21,curveLeftOnly,oneWay,0.9,False
